key,날짜,구분,종목코드,종목명,현재가,전일대비,등락률,거래량,거래대금,시가,고가,저가,10일변동가격,10일변동비율,익일시가,10일고가,라벨
0239,20180504,,025750,한솔홈데코,2220,510,29.82,28675401,63642,2220,2220,2185,265,0.12,2265,2530,0
0240,20180504,,008250,이건산업,13150,3000,29.56,926076,12178,13150,13150,13150,1900,0.13,14300,16200,0
0241,20180508,신,120030,조선선재,114500,26400,29.97,368638,41531,93200,114500,92000,26500,0.2,130000,156500,1
0242,20180508,신,011390,부산산업,163000,37500,29.88,448389,66323,124000,163000,122000,65500,0.4,163000,228500,1
0243,20180508,신,008350,남선알미늄,1550,355,29.71,48687672,70922,1200,1550,1185,220,0.13,1630,1850,0
0244,20180509,신,005690,파미셀,19300,4450,29.97,9396007,160513,15100,19300,14600,4150,0.23,18400,22550,1
0245,20180509,신,027580,상보,2585,595,29.9,15180980,37842,1965,2585,1965,90,0.03,2610,2700,0
0246,20180510,신,131030,옵투스제약,14950,3450,30.0,4472794,62229,11650,14950,11500,1450,0.09,15400,16850,0
0247,20180510,증,263770,유에스티,9280,2140,29.97,1225816,10359,7400,9280,7240,7900,0.73,10800,18700,1
0248,20180510,신,065530,와이어블,3535,815,29.96,3540280,11717,2730,3535,2730,485,0.12,4000,4485,0
0249,20180510,증,054220,비츠로시스,2735,630,29.93,38001416,96295,2235,2735,2200,640,0.23,2820,3460,1
0250,20180510,신,100660,서암기계공업,7470,1720,29.91,3651147,26882,6950,7470,6730,410,0.06,7300,7710,0
0251,20180510,신,001780,알루코,5480,1260,29.86,24612783,128686,4325,5480,4295,340,0.06,5650,5990,0
0252,20180511,증,263770,유에스티,12050,2770,29.85,1501069,17349,10800,12050,10500,6300,0.45,13850,20150,1
0253,20180514,신,004980,성신양회,14300,3300,30.0,4937458,63914,11300,14300,10950,1900,0.13,14500,16400,0
0254,20180514,신,081150,티플랙스,4340,1000,29.94,17987455,76973,3925,4340,3900,170,0.04,4380,4550,0
0255,20180514,신,011760,현대코퍼레이션,34300,7900,29.92,2883706,96309,30100,34300,30100,7450,0.2,37200,44650,1
0256,20180514,신,006390,한일현대시멘트,38450,8850,29.9,1214656,43447,31050,38450,30050,39500,0.98,40500,80000,1
0257,20180514,증,263770,유에스티,15650,3600,29.88,1374551,20262,13850,15650,13700,2950,0.17,17200,20150,0
0258,20180514,신,227840,현대코퍼레이션홀딩스,19350,4450,29.87,2160467,40317,15300,19350,15250,1550,0.07,21200,22750,0
0259,20180514,,006340,대원전선,2805,645,29.86,53212221,139989,2390,2805,2320,485,0.17,2890,3375,0
0260,20180515,신,010240,흥국,8150,1880,29.98,2504813,19134,6750,8150,6500,2620,0.34,7730,10350,1
0261,20180515,신,001440,대한전선,2300,530,29.94,41430593,89772,1830,2300,1795,265,0.15,1780,2045,0
0262,20180515,신,011560,세보엠이씨,16600,3800,29.69,2093450,32111,12800,16600,12600,1450,0.09,15850,17300,0
0263,20180516,증,009190,대양금속,7640,1760,29.93,2003752,13855,5270,7640,5120,200,0.02,9130,9330,0
0264,20180516,증,215380,우정바이오,4885,1125,29.92,9574825,41441,3760,4885,3575,390,0.07,5300,5690,0
0265,20180516,증,052300,씨티프라퍼티,795,183,29.9,80210404,60517,624,795,607,2,0.0,853,855,0
0266,20180516,증,900100,애머릿지,3350,770,29.84,30710433,94062,2550,3350,2500,1330,0.4,3350,4680,1
0267,20180517,주,017510,세명전기,13000,3000,30.0,12279894,151045,10250,13000,10100,3200,0.24,13500,16700,1
0268,20180517,신,002760,보락,2830,650,29.82,28608854,75793,2180,2830,2160,1435,0.43,3340,4775,1
0269,20180517,증,263770,유에스티,12900,2950,29.65,3625706,42444,10150,12900,10150,6600,0.49,13550,20150,1
0270,20180518,신,002760,보락,3675,845,29.86,15998573,55425,3340,3675,3260,0,0.0,4775,4775,0
0271,20180518,,004540,깨끗한나라,5440,1250,29.83,5614890,28890,4790,5440,4720,1430,0.2,7070,8500,1
0272,20180518,환,066430,와이오엠,11150,2550,29.65,2305517,24303,9940,11150,9500,5000,0.38,13050,18050,1
0273,20180521,,004540,깨끗한나라,7070,1630,29.96,21661208,148465,7070,7070,6250,1070,0.14,7430,8500,0
0274,20180523,증,138360,협진,7540,1740,30.0,10405151,74378,5950,7540,5920,1220,0.14,8830,10050,0
0275,20180523,증,046120,오르비텍,9320,2150,29.99,33663418,284431,6840,9320,6730,580,0.06,9720,10300,0
0276,20180524,신,061970,LB세미콘,3510,810,30.0,21876379,71839,2750,3510,2750,4120,1.01,4080,8200,1
0277,20180524,,133750,메가엠디,4035,930,29.95,21606767,82827,3330,4035,3320,1050,0.26,4000,5050,1
0278,20180524,신,105840,우진,10000,2290,29.7,9330588,91736,8410,10000,8410,1270,0.13,9480,10750,0
0279,20180525,신,217500,러셀,3770,870,30.0,5497676,19906,2875,3770,2805,1115,0.32,3535,4650,1
0280,20180525,신,061970,LB세미콘,4560,1050,29.91,35338435,153191,4080,4560,3900,3010,0.58,5190,8200,1
0281,20180525,증,193250,링크드,3415,785,29.85,31688457,100589,2630,3415,2620,1095,0.32,3400,4495,1
0282,20180528,,028100,동아지질,24050,5550,30.0,1325639,30806,22300,24050,22150,4100,0.17,23800,27900,0
0283,20180528,증,043910,자연과환경,2925,675,30.0,6736939,18966,2695,2925,2610,275,0.09,2950,3225,0
0284,20180528,신,045390,대아티아이,7930,1830,30.0,5682744,45053,7930,7930,7930,3730,0.41,9070,12800,1
0285,20180528,신,064350,현대로템,36400,8400,30.0,3131890,113222,35900,36400,35250,7300,0.19,38200,45500,0
0286,20180528,주,147830,제룡산업,14950,3450,30.0,1344123,19421,13800,14950,13500,700,0.05,14550,15250,0
0287,20180528,증,263770,유에스티,20150,4650,30.0,1274160,23847,17000,20150,17000,100,0.01,20000,20100,0
0288,20180528,,013810,스페코,6460,1490,29.98,2582586,16023,5750,6460,5670,1790,0.28,6400,8190,1
0289,20180528,정,003410,쌍용C&E,38600,8900,29.97,2297866,85283,35650,38600,34400,950,0.03,38000,38950,0
0290,20180528,증,017040,광명전기,4770,1100,29.97,6933929,31918,4410,4770,4350,160,0.03,4700,4860,0
0291,20180528,신,004980,성신양회,14750,3400,29.96,2218864,32186,14200,14750,13800,3750,0.25,15000,18750,1
0292,20180528,신,009520,포스코엠텍,6160,1420,29.96,3453776,20654,5700,6160,5620,1950,0.32,6160,8110,1
0293,20180528,신,094940,푸른기술,17350,4000,29.96,1242858,21377,16750,17350,16750,10900,0.6,18100,29000,1
0294,20180528,신,120030,조선선재,121500,28000,29.95,128837,14983,111500,121500,108000,2000,0.02,118000,120000,0
0295,20180528,신,009270,신원,3060,705,29.94,6845937,20154,2815,3060,2760,620,0.2,3035,3655,1
0296,20180528,,006340,대원전선,2930,675,29.93,7462865,21470,2800,2930,2800,175,0.05,3200,3375,0
0297,20180528,증,021320,KCC건설,12550,2890,29.92,1374533,16598,11450,12550,11300,950,0.08,12550,13500,0
0298,20180528,증,001840,이화공영,11250,2590,29.91,1519308,16684,10700,11250,10550,2700,0.23,11600,14300,1
0299,20180528,증,008970,동양철관,2845,655,29.91,6535713,18400,2820,2845,2710,1030,0.35,2945,3975,1
0300,20180528,주,017510,세명전기,13900,3200,29.91,1836314,25194,13550,13900,13450,2450,0.17,14250,16700,0
0301,20180528,증,014790,HL D&I,8690,2000,29.9,1498193,12825,8210,8690,8200,1040,0.12,8710,9750,0
0302,20180528,신,032820,우리기술,2650,610,29.9,9051328,23469,2485,2650,2470,240,0.09,2695,2935,0
0303,20180528,신,000720,현대건설,79100,18200,29.89,16081258,1233015,71900,79100,71700,700,0.01,78700,79400,0
0304,20180528,신,025980,아난티,10300,2370,29.89,5947262,59710,9700,10300,9690,2450,0.24,10000,12450,1
0305,20180528,신,003010,혜인,8650,1990,29.88,1597759,13564,8350,8650,8150,1240,0.14,9010,10250,0
0306,20180529,신,063440,SM Life Design,2275,525,30.0,15053208,31946,1750,2275,1670,2405,1.03,2330,4735,1
0307,20180529,신,095660,네오위즈,23450,5400,29.92,3230915,70095,18400,23450,18400,4100,0.18,22900,27000,0
0308,20180529,신,061970,LB세미콘,7690,1770,29.9,4653986,33816,6500,7690,6500,680,0.09,7520,8200,0
0309,20180529,증,015020,이스타코,1175,270,29.83,10124355,11536,960,1175,940,60,0.04,1465,1525,0
0310,20180529,신,011390,부산산업,200500,46000,29.77,502745,97674,183500,200500,182500,37000,0.17,213000,250000,0
0311,20180530,신,094940,푸른기술,26000,6000,30.0,8197686,195012,21950,26000,21350,4650,0.19,24350,29000,0
0312,20180530,신,054780,키이스트,4055,935,29.97,85822195,327829,3195,4055,3170,860,0.2,4250,5110,1
0313,20180530,증,069460,대호에이엘,7310,1680,29.84,26806475,185734,6150,7310,6100,1810,0.25,7170,8980,1
0314,20180530,증,015020,이스타코,1525,350,29.79,13931341,20928,1465,1525,1430,125,0.1,1300,1425,0
0315,20180531,신,225530,보광산업,7460,1720,29.97,6074064,43008,6250,7460,6170,900,0.11,8180,9080,0
0316,20180531,신,092220,KEC,1735,400,29.96,81222016,132557,1345,1735,1340,100,0.06,1700,1800,0
0317,20180531,증,048830,엔피케이,2740,630,29.86,7914104,20473,2110,2740,2110,1060,0.36,2905,3965,1
0318,20180531,증,255220,SG,16100,3700,29.84,1540965,24743,16100,16100,15400,650,0.04,17400,18050,0
0319,20180531,신,004090,한국석유,205000,47000,29.75,54890,11251,205000,205000,205000,37000,0.15,240000,277000,0
0320,20180601,,039610,화성밸브,12450,2870,29.96,5292331,62777,10500,12450,10450,7000,0.54,12900,19900,1
0321,20180604,신,060540,에스에이티,3165,730.0,29.98,21951268,64253,2475,3165,2460,580,0.18,3150,3730,0
0322,20180604,,054300,팬스타엔터프라이즈,1370,315.0,29.86,26462822,35021,1070,1370,1070,375,0.24,1545,1920,1
0323,20180605,증,065420,에스아이리소스,1220,281,29.93,20017132,23742,960,1220,954,180,0.15,1220,1400,0
0324,20180605,증,127710,아시아경제,3495,805,29.93,11412608,39616,3495,3495,3350,70,0.02,3530,3600,0
0325,20180605,신,010820,퍼스텍,6700,1540,29.84,41423717,255263,5110,6700,5100,590,0.07,7980,8570,0
0326,20180605,신,052900,KX하이텍,1420,325,29.68,35389317,48586,1115,1420,1115,50,0.03,1480,1530,0
0327,20180607,신,105740,디케이락,12350,2850,30.0,5875579,71427,10400,12350,10350,3350,0.28,12100,15450,1
0328,20180607,신,114190,강원에너지,5720,1320,30.0,3191590,14924,4400,5720,4400,800,0.13,6170,6970,0
0329,20180607,증,015590,KIB플러그에너지,1130,260,29.89,10980104,12026,870,1130,860,210,0.18,1150,1360,0
0330,20180607,증,204840,지엘팜텍,6310,1450,29.84,3029235,19113,6310,6310,6310,930,0.13,7180,8110,0
0331,20180607,증,006490,인스코비,14000,3200,29.63,11520663,150191,10950,14000,10700,150,0.01,15800,15950,0
0332,20180608,신,038010,제일테크노스,5990,1380,29.93,8045033,45936,4700,5990,4700,330,0.05,6060,6390,0
0333,20180608,증,168330,내츄럴엔도텍,21750,5000,29.85,2568748,52653,16900,21750,16900,4500,0.18,24400,28900,0
0334,20180611,신,006390,한일현대시멘트,80900,18600,29.86,1719092,125699,63100,80900,63100,11600,0.15,79000,90600,0
0335,20180611,,001550,조비,28100,6450,29.79,2390332,62824,23500,28100,23450,11050,0.37,30000,41050,1
0336,20180612,신,035890,서희건설,1630,375.0,29.88,152150543,237371,1440,1630,1425,365,0.21,1770,2135,1
0337,20180612,증,027740,마니커,1480,340.0,29.82,26151326,38643,1480,1480,1435,210,0.14,1510,1720,0
0338,20180614,증,127120,디엔에이링크,9470,2180,29.9,10363207,95897,9470,9470,8610,960,0.11,9000,9960,0
0339,20180614,신,000520,삼일제약,29350,6750,29.87,486528,13505,25300,29350,25250,800,0.02,33050,33850,0
0340,20180615,증,001420,태원물산,4965,1145,29.97,2276683,11056,3780,4965,3780,690,0.13,5330,6020,0
0341,20180615,신,002100,경농,13450,3100,29.95,6193915,76990,10350,13450,10200,3050,0.23,13150,16200,1
0342,20180618,증,032800,판타지오,686,158,29.92,36377909,23223,548,686,537,188,0.27,701,889,1
0343,20180618,신,008420,문배철강,4605,1060,29.9,5863123,25338,3765,4605,3760,1090,0.22,5010,6100,1
0344,20180618,신,005010,휴스틸,23950,5500,29.81,3466622,77092,19500,23950,19250,900,0.04,23550,24450,0
0345,20180619,신,004140,동방,2820,650,29.95,17248620,47737,2370,2820,2365,125,0.04,2820,2945,0
0346,20180619,증,189860,서전기전,12300,2820,29.75,1472228,17672,10150,12300,10050,300,0.02,13000,13300,0
0347,20180620,증,069920,아이에스이커머스,5140,1185,29.96,2990901,14884,4050,5140,3920,240,0.05,5020,5260,0
0348,20180620,신,039240,경남스틸,2930,675,29.93,29662246,80479,2320,2930,2310,115,0.04,3130,3245,0
0349,20180620,증,060380,동양에스텍,5410,1245,29.89,6939673,33950,4240,5410,4220,150,0.03,5550,5700,0
0350,20180620,신,009470,삼화전기,32400,7450,29.86,2135018,64069,25500,32400,25200,6300,0.19,33500,39800,0
0351,20180621,,053270,구영테크,2500,575,29.87,15367665,37815,1930,2500,1930,815,0.34,2405,3220,1
0352,20180621,,025870,신라에스지,8610,1980,29.86,3520038,28320,6640,8610,6630,110,0.01,8250,8360,0
0353,20180621,증,030720,동원수산,12550,2870,29.65,1711671,20078,9840,12550,9680,300,0.02,13050,13350,0
0354,20180622,증,027740,마니커,1625,375.0,30.0,150901259,219968,1285,1625,1260,80,0.05,1640,1720,0
0355,20180625,증,090080,평화산업,2805,645.0,29.86,8382994,21947,2145,2805,2145,1155,0.4,2905,4060,1
0356,20180627,증,069540,빛과전자,10850,2470,29.47,7722250,77199,8530,10850,8530,1000,0.09,11150,12150,0
0357,20180628,증,092600,앤씨앤,7150,1650,30.0,2474239,16714,5600,7150,5450,1150,0.16,7050,8200,0
0358,20180703,증,097780,에코볼트,1655,380,29.8,69282929,107382,1265,1655,1265,55,0.03,1735,1790,0
0359,20180704,증,043100,솔고바이오,699,161,29.93,31436873,21524,645,699,622,7,0.01,670,677,0
0360,20180704,,215480,토박스코리아,1395,320,29.77,9522379,12775,1090,1395,1080,235,0.16,1425,1660,0
0361,20180705,,238490,힘스,14600,3350,29.78,1159508,16594,11200,14600,11200,5300,0.35,15100,20400,1
0362,20180709,신,007540,샘표,48350,11150,29.97,559069,25709,44400,48350,43650,2900,0.06,50800,53700,0
0363,20180709,증,011230,삼화전자,6560,1510,29.9,5333133,32428,5000,6560,5000,1790,0.26,6790,8580,1
0364,20180709,증,030720,동원수산,13150,3000,29.56,4414157,53161,10650,13150,10600,700,0.05,12800,13500,0
0365,20180711,신,011390,부산산업,131500,30000,29.56,350268,42325,102000,131500,101500,61500,0.46,133500,195000,1
0366,20180712,증,263770,유에스티,8320,1920,30.0,2304159,17400,6310,8320,6310,2010,0.22,9040,11050,1
0367,20180712,,003680,한성기업,10050,2300,29.68,3102366,29338,8060,10050,7650,300,0.03,10100,10400,0
0368,20180713,증,041520,이엘씨,6420,1480,29.96,3428774,20820,4960,6420,4955,790,0.12,6440,7230,0
0369,20180713,증,900270,헝셩그룹,1595,365,29.67,21579476,33076,1245,1595,1240,255,0.16,1585,1840,0
0370,20180716,신,002700,신일전자,1885,435,30.0,44070585,76446,1600,1885,1545,65,0.03,1930,1995,0
0371,20180717,증,023440,제이스코홀딩스,4160,960,30.0,18151370,66205,3280,4160,3035,0,0.0,5400,5400,0
0372,20180717,,041190,우리기술투자,3995,920,29.92,41891431,155438,3250,3995,3170,1145,0.28,4155,5300,1
0373,20180718,증,900100,애머릿지,4095,945,30.0,57536398,218813,3145,4095,3105,30,0.01,4370,4400,0
0374,20180723,증,263770,유에스티,9780,2250,29.88,4824964,43152,7640,9780,7600,1900,0.19,10200,12100,0
0375,20180724,신,011390,부산산업,162500,37500,30.0,422747,63711,133500,162500,131500,25500,0.14,183500,209000,0
0376,20180724,신,094940,푸른기술,16800,3850,29.73,6179514,96294,13800,16800,13650,1700,0.1,17650,19350,0
0377,20180725,신,196170,알테오젠,29400,6750,29.8,2292715,63055,22800,29400,21600,4250,0.14,30000,34250,0
0378,20180726,,001550,조비,24800,5700,29.84,2148740,49773,19550,24800,19300,8750,0.35,24800,33550,1
0379,20180726,증,001260,남광토건,19000,4350,29.69,1147827,21032,14950,19000,14700,1600,0.08,19200,20800,0
0380,20180727,신,191420,테고사이언스,51300,11800,29.87,696499,33315,38700,51300,38000,7900,0.14,57400,65300,0
0381,20180730,,200710,에이디테크놀로지,12650,2900,29.74,4374283,52894,11550,12650,10950,700,0.06,12650,13350,0
0382,20180801,,003350,한국화장품제조,42550,9800,29.92,936343,37617,33100,42550,32850,950,0.02,43900,44850,0
0383,20180802,증,092600,앤씨앤,7850,1810,29.97,3637907,26331,5960,7850,5960,3140,0.41,7610,10750,1
0384,20180803,증,103230,에스앤더블류,14300,3300,30.0,827935,10978,11300,14300,10850,700,0.04,15900,16600,0
0385,20180803,,014970,삼륭물산,5650,1300,29.89,2746041,14768,4370,5650,4370,1180,0.2,5880,7060,1
0386,20180803,증,166480,코아스템켐온,15750,3600,29.63,1382560,20298,12150,15750,12000,400,0.02,16650,17050,0
0387,20180806,신,123410,코리아에프티,2765,635,29.81,5180731,13378,2160,2765,2155,15,0.0,3130,3145,0
0388,20180807,증,203690,스피어파워,8260,1900,29.87,14056513,109471,6370,8260,6300,1020,0.12,8300,9320,0
0389,20180808,,039290,인포뱅크,9190,2120,29.99,2779488,24061,7170,9190,7080,1170,0.12,9830,11000,0
0390,20180808,증,101390,아이엠,2135,490,29.79,43867502,89507,1945,2135,1895,445,0.21,2135,2580,1
0391,20180808,신,053450,세코닉스,10600,2410,29.43,3526826,35745,8210,10600,8160,400,0.04,10400,10800,0
0392,20180808,,087600,픽셀플러스,10650,2420,29.4,1174701,11733,8800,10650,8640,1500,0.12,12000,13500,0
0393,20180813,환,124500,아이티센,5620,1290,29.79,8993341,49631,5100,5620,4950,90,0.02,5790,5880,0
0394,20180817,,142280,녹십자엠에스,10450,2410,29.98,1172761,11656,8120,10450,8120,2000,0.19,10600,12600,0
0395,20180821,증,263920,휴엠앤씨,7160,1650,29.95,4625044,30966,5510,7160,5510,310,0.04,7760,8070,0
0396,20180822,증,024850,HLB이노베이션,1820,420,30.0,7232945,12499,1450,1820,1450,0,0.0,1920,1920,0
0397,20180822,증,041520,이엘씨,6720,1550,29.98,4932068,30820,5180,6720,5160,600,0.09,6960,7560,0
0398,20180822,신,118990,모트렉스,6860,1580,29.92,6171540,40613,5570,6860,5360,140,0.02,7010,7150,0
0399,20180823,증,082800,비보존 제약,2260,520,29.89,7197137,15525,1980,2260,1975,340,0.14,2360,2700,0
0400,20180823,신,002210,동성제약,31950,7350,29.88,7168204,200897,25850,31950,25100,16000,0.48,33300,49300,1
0401,20180824,신,238120,얼라인드,20150,4650,30.0,1094676,21265,15650,20150,15200,600,0.03,21800,22400,0
0402,20180828,증,267790,배럴,16400,3750,29.64,5294319,80165,12750,16400,12750,1700,0.1,17600,19300,0
0403,20180829,신,038620,위즈코프,1605,370.0,29.96,30591718,46597,1285,1605,1260,40,0.02,1645,1685,0
0404,20180829,신,123410,코리아에프티,3665,845.0,29.96,15185419,50828,2860,3665,2785,380,0.1,3755,4135,0
0405,20180830,증,900110,이스트아시아홀딩스,464.0,107.0,29.97,25829306,10675,365.0,464.0,365.0,20,0.04,535,555,0
0406,20180903,,039610,화성밸브,21700,5000,29.94,7194225,140864,17500,21700,17050,800,0.04,21700,22500,0
0407,20180903,,065500,오리엔트정공,712,164,29.93,21481858,14849,550,712,537,12,0.02,735,747,0
0408,20180906,,008250,이건산업,15600,3600,30.0,4052821,56756,13000,15600,12100,2250,0.13,16800,19050,0
0409,20180906,증,007390,네이처셀,10450,2390,29.65,47572896,456240,8530,10450,8340,7500,0.68,11000,18500,1
0410,20180907,신,081150,티플랙스,3215,740,29.9,26708355,79422,2510,3215,2500,870,0.27,3220,4090,1
0411,20180907,증,080470,성창오토텍,10450,2400,29.81,2639087,25718,8040,10450,7950,1850,0.17,11100,12950,0
0412,20180910,증,045060,오공,4290,990,30.0,3471540,14722,4100,4290,4090,80,0.02,4105,4185,0
0413,20180910,신,054930,유신,23400,5400,30.0,709971,15700,18500,23400,18100,1000,0.04,25000,26000,0
0414,20180910,신,010040,한국내화,4270,985,29.98,7644656,30155,3315,4270,3290,2250,0.49,4590,6840,1
0415,20180910,증,011000,진원생명과학,8040,1850,29.89,2004053,16112,8040,8040,8020,50,0.01,7800,7850,0
0416,20180912,,142280,녹십자엠에스,13100,3000,29.7,3104581,38893,10200,13100,10150,8350,0.62,13550,21900,1
0417,20180914,증,048410,현대바이오,7550,1740,29.95,24326138,170439,5810,7550,5750,4110,0.52,7940,12050,1
